elo_rank,elo_score,name,elo_matches,nicolinho/QRM-Gemma-2-27B,Skywork/Skywork-Reward-Gemma-2-27B-v0.2,Skywork/Skywork-Reward-Gemma-2-27B,Skywork/Skywork-Reward-Llama-3.1-8B-v0.2,nicolinho/QRM-Llama3.1-8B,LxzGordon/URM-LLaMa-3.1-8B,Ray2333/GRM-Llama3-8B-rewardmodel-ft,Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,RLHFlow/ArmoRM-Llama3-8B-v0.1,Ray2333/GRM-gemma2-2B-rewardmodel-ft
787,1345,Indoor air quality,337,0.26596561074256897,-12.5,-46.0,-24.375,-3.9380369186401367,-0.26088812947273254,-20.46875,-8.109375,0.060546875,-6.51953125
788,1345,Crystallization,99,0.024859467521309853,-13.625,-41.75,-21.375,0.8317317962646484,-0.28543514013290405,-19.484375,-10.4140625,0.053466796875,-9.234375
789,1345,Americas,376,0.24570126831531525,-12.4375,-37.5,-22.875,-1.8958394527435303,-0.34877681732177734,-18.078125,-7.9765625,0.05859375,-8.125
790,1345,Nuclear fission,381,-0.17477001249790192,-13.8125,-49.0,-27.5,-5.306451797485352,-0.4891955852508545,-21.46875,-11.421875,0.048095703125,-9.671875
791,1345,Lightning,931,-0.04178953915834427,-12.8125,-43.25,-26.75,-0.3718709945678711,-0.35324418544769287,-20.78125,-8.8984375,0.045166015625,-8.359375
792,1345,Crispiness,713,-0.18110236525535583,-12.9375,-41.25,-21.75,-0.5484912395477295,-0.28552496433258057,-19.234375,-6.99609375,0.0625,-7.14453125
793,1345,Sugar,603,0.7852219939231873,-10.875,-34.25,-18.375,4.089437961578369,0.04741872847080231,-16.359375,-3.8125,0.080078125,-5.85546875
794,1345,Love at first sight,297,0.8865407109260559,-10.1875,-37.25,-17.875,4.894291400909424,-0.00040078163146972656,-17.921875,-5.72265625,0.07373046875,-4.91015625
795,1344,Potato chip,607,0.03119124285876751,-11.9375,-39.0,-23.25,0.7160348892211914,-0.17437732219696045,-17.96875,-7.45703125,0.07861328125,-5.31640625
796,1344,Berry,475,-0.05002136901021004,-12.625,-40.75,-21.625,1.2567901611328125,-0.27073290944099426,-18.625,-7.765625,0.06201171875,-6.32421875
797,1344,Ear,1442,0.16591300070285797,-12.875,-36.75,-22.0,0.23108458518981934,-0.26387691497802734,-18.984375,-7.03515625,0.060791015625,-6.25390625
798,1344,Soup,1335,-0.19376802444458008,-12.5,-42.5,-23.875,-0.9881198406219482,-0.257896363735199,-18.109375,-7.4453125,0.06591796875,-7.953125
799,1344,Stonehenge,1575,-0.1722371131181717,-13.5625,-43.75,-24.375,-2.4793803691864014,-0.28874337673187256,-19.265625,-9.09375,0.06884765625,-8.6796875
800,1344,Social science,181,1.0334527492523193,-11.4375,-37.75,-16.625,7.936015605926514,-0.060205698013305664,-17.1875,-7.24609375,0.08056640625,-8.0546875
801,1344,Aristotle,1386,1.0689144134521484,-12.0,-37.75,-21.875,0.9576630592346191,-0.18082471191883087,-18.15625,-8.6484375,0.06591796875,-9.140625
802,1344,Simulation,116,0.6889699697494507,-12.375,-36.0,-18.0,3.464813709259033,-0.008332550525665283,-17.859375,-6.9921875,0.08544921875,-7.52734375
803,1344,Wormhole,993,0.07472702860832214,-14.0625,-45.75,-27.375,-3.4981820583343506,-0.4431728422641754,-20.171875,-10.6640625,0.05712890625,-7.69140625
804,1344,Cheesecake,1612,0.23303711414337158,-11.8125,-40.25,-24.0,1.344876766204834,-0.20771431922912598,-18.125,-8.1484375,0.0703125,-5.01953125
805,1344,Pyramid,322,-0.25075867772102356,-13.75,-41.5,-24.875,-2.5001721382141113,-0.34095773100852966,-20.78125,-9.7578125,0.0546875,-8.2109375
806,1344,Gardening,494,0.09942302107810974,-12.625,-43.25,-23.875,-0.9604415893554688,-0.16011838614940643,-18.703125,-7.4375,0.0673828125,-7.9609375
807,1344,Vortex,116,-0.1513398289680481,-13.0625,-44.5,-24.625,-1.7454564571380615,-0.2889052629470825,-19.859375,-9.15625,0.055419921875,-8.171875
808,1343,Joint,82,0.5673878192901611,-12.125,-36.75,-19.875,2.492581844329834,-0.33252817392349243,-18.625,-8.8515625,0.05810546875,-7.11328125
809,1343,Guitar,1613,0.4407399892807007,-11.8125,-41.0,-23.25,1.9091911315917969,-0.29009878635406494,-18.8125,-6.46484375,0.0654296875,-7.62890625
810,1343,Aphrodite,684,1.094244360923767,-10.1875,-33.75,-22.375,1.8817291259765625,-0.12162032723426819,-17.828125,-7.8515625,0.06396484375,-8.390625
811,1343,Email,1421,0.05762908235192299,-12.0625,-43.25,-24.875,-3.3412132263183594,-0.3699360191822052,-19.890625,-8.0625,0.0634765625,-8.0546875
812,1343,Skepticism,90,0.602849543094635,-12.3125,-35.0,-19.75,8.662370681762695,0.2762256860733032,-18.375,-8.046875,0.0986328125,-6.79296875
813,1343,Pi,1224,0.6940362453460693,-12.6875,-37.25,-22.125,-0.3187215328216553,-0.27208763360977173,-19.453125,-6.9921875,0.0693359375,-7.3984375
814,1343,Tights,590,-0.387538343667984,-14.0,-44.25,-25.125,-1.1292307376861572,-0.43710726499557495,-20.65625,-10.53125,0.050537109375,-8.015625
815,1343,Superintelligence,691,0.8510798811912537,-11.8125,-40.5,-17.625,6.7568864822387695,-0.03232790529727936,-17.15625,-7.77734375,0.091796875,-6.578125
816,1343,Staycation,124,-0.06838531792163849,-13.3125,-43.0,-20.5,0.8523192405700684,-0.1289120614528656,-18.34375,-7.69140625,0.06689453125,-6.69921875
817,1343,Lust,1571,1.469122052192688,-10.8125,-30.75,-18.25,9.744237899780273,0.15078410506248474,-16.09375,-6.3359375,0.07763671875,-8.296875
818,1342,Software,1661,0.20770737528800964,-12.75,-44.5,-21.75,1.990954875946045,-0.28588002920150757,-19.453125,-5.28515625,0.068359375,-8.703125
819,1342,Elephant,1609,0.29382798075675964,-12.25,-40.25,-27.5,-5.005824089050293,-0.3061082363128662,-21.3125,-9.0390625,0.05322265625,-7.34375
820,1342,Burrito,1535,0.25963306427001953,-11.8125,-39.0,-20.375,1.6801066398620605,-0.18765991926193237,-16.515625,-6.73828125,0.08984375,-5.06640625
821,1342,Pencil,1443,0.3799484968185425,-11.8125,-38.5,-24.25,-2.5236880779266357,-0.2952292859554291,-20.59375,-5.89453125,0.05908203125,-7.7265625
822,1342,Algebraic geometry,836,-0.022000567987561226,-13.0,-45.5,-27.25,-3.1652393341064453,-0.40285778045654297,-20.578125,-9.5703125,0.05322265625,-9.890625
823,1342,Free market,256,0.8308165669441223,-11.625,-38.0,-21.25,1.708846092224121,-0.1334465742111206,-18.5625,-8.1015625,0.06201171875,-7.5859375
824,1342,Inclined plane,191,-0.007198702543973923,-14.5,-44.0,-22.875,-0.9827754497528076,-0.20187990367412567,-21.109375,-7.6875,0.049560546875,-7.1875
825,1341,Octopus,1660,-0.0962485522031784,-12.6875,-42.0,-26.25,-3.4081857204437256,-0.3240845799446106,-20.40625,-8.9609375,0.061279296875,-8.578125
826,1341,Backpack,1559,-0.14564017951488495,-13.375,-43.0,-23.0,-2.966848850250244,-0.2778272330760956,-20.046875,-8.7578125,0.06396484375,-8.2421875
827,1341,Tool use by non-humans,440,-0.02928275428712368,-13.9375,-48.0,-20.125,-0.5742766857147217,-0.13439567387104034,-19.34375,-7.41796875,0.08056640625,-8.328125
828,1341,Sculpture,279,0.08802498131990433,-12.375,-40.75,-24.5,-3.306553840637207,-0.36991769075393677,-20.21875,-9.09375,0.055908203125,-8.640625
829,1341,Oak,409,0.04528125002980232,-13.0,-43.0,-23.75,-1.4781417846679688,-0.2686777710914612,-19.09375,-8.984375,0.05908203125,-8.1875
830,1341,Barbecue,1317,0.41287761926651,-11.5,-40.5,-21.625,3.863518714904785,-0.07951122522354126,-17.15625,-7.82421875,0.08056640625,-7.1328125
831,1341,Unified field theory,410,0.1576816886663437,-12.75,-45.0,-20.25,1.880910873413086,-0.1319720447063446,-17.75,-7.28515625,0.0693359375,-8.28125
832,1341,Mango,650,0.02406756766140461,-12.0,-41.75,-25.625,-2.516085147857666,-0.23666243255138397,-19.125,-7.60546875,0.060791015625,-6.421875
833,1341,Stand-up comedy,1575,0.26089996099472046,-12.375,-43.5,-20.625,1.712606430053711,-0.18036678433418274,-18.046875,-6.33203125,0.07421875,-6.33984375
834,1340,Caffeine,641,0.4812670350074768,-10.9375,-36.75,-22.0,0.1818695068359375,-0.0827454924583435,-17.78125,-6.16796875,0.08544921875,-3.376953125
835,1340,Screwdriver,1360,0.1253860890865326,-12.8125,-41.5,-26.75,-4.155735492706299,-0.43816712498664856,-19.71875,-6.39453125,0.052490234375,-8.34375
836,1340,Meme,772,0.5927174687385559,-12.0,-37.5,-20.0,3.1535253524780273,-0.04891504347324371,-17.359375,-6.1796875,0.08837890625,-5.52734375
837,1340,Big Dipper,409,-0.24949248135089874,-12.8125,-43.5,-23.0,-0.7458446025848389,-0.3278541564941406,-19.390625,-9.3203125,0.048828125,-8.421875
838,1340,Leaf,382,-0.3014179766178131,-12.75,-42.25,-22.75,-0.5684690475463867,-0.2774350643157959,-19.3125,-8.6875,0.0625,-7.640625
839,1340,Wayback Machine,460,0.13235139846801758,-13.1875,-42.75,-22.875,2.1392908096313477,-0.2765495777130127,-18.171875,-9.046875,0.06689453125,-8.703125
840,1339,Fork,1248,0.19630877673625946,-13.0,-40.5,-26.25,-4.01352596282959,-0.3731469213962555,-19.703125,-9.015625,0.078125,-7.67578125
841,1339,Bikini,1617,-0.5369836688041687,-13.625,-41.25,-23.625,0.5661296844482422,-0.2772245705127716,-18.28125,-8.6875,0.068359375,-7.60546875
842,1339,Liberal arts college,117,0.4280749559402466,-13.0,-46.0,-24.5,-1.802377462387085,-0.30484890937805176,-19.015625,-8.7421875,0.06689453125,-7.71875
843,1339,Film director,122,-0.10384742170572281,-14.0,-44.25,-23.125,-1.291018009185791,-0.26690614223480225,-19.84375,-7.9921875,0.059326171875,-9.0859375
844,1339,Femur,424,0.20770741999149323,-13.125,-42.0,-24.625,-3.9658467769622803,-0.43955591320991516,-19.296875,-9.1953125,0.0615234375,-8.2734375
845,1339,Local anesthetic,127,0.13235178589820862,-13.5625,-45.75,-23.25,-0.1640486717224121,-0.24106387794017792,-19.765625,-9.8359375,0.06494140625,-7.41015625
846,1339,Bayesian statistics,1379,0.34195461869239807,-12.6875,-44.0,-24.375,-0.9091739654541016,-0.26641637086868286,-20.25,-8.9765625,0.0654296875,-9.1875
847,1339,Romanticism,1548,1.1195732355117798,-11.5625,-34.5,-20.125,0.10899233818054199,-0.06474760174751282,-16.546875,-7.87109375,0.091796875,-6.48828125
848,1339,Calculator,472,0.23683659732341766,-12.25,-44.5,-24.375,-1.6398348808288574,-0.3311465382575989,-19.625,-8.40625,0.06298828125,-9.1484375
849,1339,Etiquette,31,0.26976487040519714,-12.875,-40.5,-20.0,-0.21247529983520508,-0.26015347242355347,-18.484375,-8.46875,0.076171875,-8.0625
850,1339,Glyph,32,0.5471242070198059,-13.125,-41.75,-22.125,1.8629708290100098,-0.4006504416465759,-18.0625,-9.1015625,0.06787109375,-9.1796875
851,1338,Thesis,136,0.9220020771026611,-11.75,-37.75,-22.0,2.6199722290039062,-0.3458916246891022,-18.46875,-9.6484375,0.0771484375,-8.9765625
852,1338,The Canterbury Tales,158,0.27989661693573,-13.0,-43.75,-24.25,-1.1125595569610596,-0.17852038145065308,-20.09375,-9.2109375,0.0537109375,-8.8359375
853,1338,Graduation,48,0.6079149842262268,-13.0,-39.75,-21.125,0.3033609390258789,-0.14264658093452454,-18.78125,-8.8046875,0.0703125,-5.921875
854,1338,Table (furniture),1313,-0.03514045849442482,-12.4375,-45.5,-22.375,-1.6340079307556152,-0.2417702078819275,-18.65625,-8.75,0.0673828125,-6.3515625
855,1338,Light Bulb,1444,0.18364408612251282,-11.875,-41.75,-23.25,-3.1168110370635986,-0.345336377620697,-19.1875,-8.0234375,0.053466796875,-7.875
856,1338,Interior design,118,-0.302684485912323,-13.375,-46.75,-22.875,1.1527290344238281,-0.17995506525039673,-19.84375,-8.0546875,0.058837890625,-8.3125
857,1338,Licking,1203,-0.6940276622772217,-14.25,-44.0,-22.75,-0.7304747104644775,-0.3921326696872711,-19.28125,-9.421875,0.05859375,-9.3828125
858,1338,Niagara Falls,1594,-0.6788294315338135,-13.6875,-44.5,-23.875,-3.2307119369506836,-0.20918287336826324,-19.984375,-8.578125,0.054931640625,-7.67578125
859,1338,Tree of the knowledge of good and evil,292,0.7852230668067932,-12.6875,-45.5,-23.875,-2.747474193572998,-0.27249568700790405,-19.828125,-8.40625,0.04248046875,-8.40625
860,1338,Usability,85,0.8966723680496216,-10.75,-37.0,-17.125,5.300199508666992,0.018277183175086975,-17.265625,-5.421875,0.08642578125,-6.0
861,1337,Shrubbery,363,0.2229047417640686,-12.4375,-37.75,-24.375,-0.012703657150268555,-0.16555839776992798,-17.359375,-8.84375,0.06982421875,-7.15234375
862,1337,Pupil,95,0.15768136084079742,-13.9375,-40.0,-21.125,-0.3556685447692871,-0.21266666054725647,-19.6875,-8.3984375,0.0546875,-8.0234375
863,1337,Chewing,81,-0.3077508509159088,-13.25,-41.75,-20.875,-0.25656628608703613,-0.24921226501464844,-19.28125,-8.7109375,0.07080078125,-7.76953125
864,1337,Transistor,1243,0.24823497235774994,-12.8125,-43.25,-25.125,-0.0404973030090332,-0.3659985661506653,-20.6875,-7.421875,0.055419921875,-8.5234375
865,1337,Standardization,421,0.23430326581001282,-13.6875,-42.75,-19.25,3.267259120941162,-0.14971090853214264,-18.734375,-8.15625,0.076171875,-7.5859375
866,1337,Meteoroid,927,0.10638893395662308,-14.625,-48.25,-24.25,-3.3683605194091797,-0.39785367250442505,-19.34375,-9.8515625,0.052734375,-8.890625
867,1337,Counting,75,0.14881585538387299,-12.75,-38.5,-19.5,6.417868614196777,0.0157272070646286,-19.078125,-9.28125,0.06005859375,-8.296875
868,1337,Awe,73,1.4589903354644775,-9.5625,-27.875,-12.4375,13.066648483276367,0.3857797384262085,-14.21875,-3.181640625,0.10546875,-2.748046875
869,1336,Compass,1508,-0.09308131784200668,-13.5625,-39.0,-20.5,0.28795433044433594,-0.12863175570964813,-20.125,-8.359375,0.06689453125,-8.1484375
870,1336,Doodle,34,-0.19883282482624054,-13.375,-42.5,-23.125,-2.6782608032226562,-0.370352566242218,-19.5,-8.4140625,0.061279296875,-8.65625
871,1336,Second law of thermodynamics,304,0.4179439842700958,-13.0,-45.75,-22.125,3.165722370147705,-0.1284162700176239,-19.703125,-8.9296875,0.07666015625,-8.21875
872,1336,Human hair color,48,0.029608801007270813,-12.9375,-48.0,-24.125,-3.4615938663482666,-0.2652958035469055,-19.40625,-8.8515625,0.04638671875,-7.23828125
873,1336,Ionic bonding,301,-0.26975592970848083,-13.75,-46.75,-24.125,0.6675882339477539,-0.41430848836898804,-19.21875,-8.9609375,0.05419921875,-9.2734375
874,1336,Articles of Confederation,167,-0.05287056416273117,-13.375,-47.5,-24.75,-4.000284671783447,-0.3362200856208801,-19.875,-10.7109375,0.052734375,-8.84375
875,1336,Conference,86,-0.3178822100162506,-13.625,-42.75,-23.25,-0.8885018825531006,-0.29461950063705444,-20.09375,-9.3125,0.049072265625,-8.984375
876,1336,The Buddha,1301,1.195562481880188,-10.3125,-36.0,-21.125,4.237971782684326,-0.06026419997215271,-18.375,-6.3515625,0.06787109375,-8.140625
877,1336,Ejaculation,549,0.5825853943824768,-14.1875,-39.0,-20.375,5.511219501495361,-0.23986847698688507,-17.15625,-9.390625,0.0732421875,-8.8359375
878,1336,Wolf,1238,0.5268607139587402,-12.9375,-41.25,-23.875,-4.967578887939453,-0.3099215030670166,-18.6875,-9.046875,0.06640625,-8.8203125
879,1336,Primary school,500,-0.2811543345451355,-13.1875,-41.0,-21.375,0.13100743293762207,-0.2664091885089874,-19.53125,-7.95703125,0.068359375,-7.7890625
880,1336,Dimples of Venus,448,-0.20136643946170807,-13.875,-44.5,-21.25,0.10581350326538086,-0.21108023822307587,-19.109375,-8.6484375,0.07177734375,-6.73828125
881,1336,Nintendo,1276,0.08485876023769379,-12.0,-42.0,-23.125,0.32175493240356445,-0.19062870740890503,-19.34375,-7.81640625,0.060791015625,-7.3515625
882,1336,Rebellion,556,1.0790462493896484,-11.0625,-35.25,-18.25,4.365441799163818,-0.013940289616584778,-18.1875,-6.16796875,0.0810546875,-7.5625
883,1335,Banana,1380,0.36475083231925964,-11.5,-39.5,-23.625,0.13394808769226074,-0.192841038107872,-18.75,-7.24609375,0.06396484375,-7.43359375
884,1335,Intersectionality,122,0.658574640750885,-14.0,-42.0,-19.75,1.5377349853515625,-0.23867148160934448,-18.15625,-8.0546875,0.07568359375,-8.0234375
885,1335,Skipping rope,83,-0.7092248201370239,-13.5625,-44.25,-24.5,-0.6907165050506592,-0.2935842275619507,-20.65625,-9.625,0.052001953125,-7.64453125
886,1335,Orca,1212,-0.07250141352415085,-13.1875,-40.25,-23.0,-1.7720658779144287,-0.24832360446453094,-20.0625,-7.53515625,0.06640625,-7.6796875
887,1335,Library of Alexandria,423,0.38754820823669434,-12.75,-43.0,-24.625,-1.196380615234375,-0.27919864654541016,-19.390625,-8.1015625,0.0673828125,-9.3671875
888,1335,Subtitles,1260,-0.4027371406555176,-13.6875,-46.5,-24.25,-3.496819019317627,-0.4060526490211487,-18.625,-8.7578125,0.0732421875,-6.2734375
889,1335,Rechargeable battery,495,-0.0731344074010849,-12.875,-46.0,-23.25,-2.1461215019226074,-0.2469331920146942,-19.890625,-7.09765625,0.05615234375,-5.71484375
890,1335,Existentialism,313,0.7902891635894775,-12.125,-40.25,-18.625,4.192547798156738,-0.013838022947311401,-18.21875,-9.2734375,0.0830078125,-8.0625
891,1334,Peacekeeping,32,0.9726614952087402,-10.625,-34.25,-15.625,6.121308326721191,0.15797638893127441,-16.890625,-5.29296875,0.0849609375,-7.265625
892,1334,Egypt,49,0.16148094832897186,-12.6875,-41.0,-24.5,0.9191889762878418,-0.20293419063091278,-20.0625,-8.7890625,0.053955078125,-8.5546875
893,1334,The,441,1.1297050714492798,-12.4375,-38.75,-25.375,0.8145456314086914,-0.39948099851608276,-18.3125,-9.640625,0.051025390625,-7.56640625
894,1334,Negative space,251,0.19377624988555908,-12.25,-42.75,-21.625,-0.08884310722351074,-0.21566075086593628,-19.03125,-6.32421875,0.07958984375,-4.80078125
895,1334,Barcelona,565,-0.1988326758146286,-12.625,-43.25,-26.0,-0.7178804874420166,-0.37164247035980225,-19.140625,-9.2421875,0.0673828125,-8.2109375
896,1334,Skylight,35,-0.20389892160892487,-13.1875,-45.25,-24.25,-2.621364116668701,-0.33591699600219727,-19.3125,-9.1015625,0.05615234375,-8.8828125
897,1334,Play (theatre),191,0.5319260358810425,-11.25,-39.5,-19.625,1.478299617767334,0.012458011507987976,-17.671875,-6.2265625,0.07421875,-7.1015625
898,1334,Microwave oven,1609,0.12601959705352783,-12.4375,-44.75,-25.125,-2.7164978981018066,-0.2567117214202881,-18.90625,-8.71875,0.06689453125,-8.4375
899,1334,Darkness,720,0.5800524353981018,-12.6875,-39.0,-21.0,3.460892677307129,-0.21186389029026031,-19.765625,-8.65625,0.06787109375,-7.08203125
900,1334,Lactation,310,-0.021050801500678062,-14.5,-42.25,-21.625,1.532644271850586,-0.23902302980422974,-17.859375,-8.5859375,0.059326171875,-7.578125
901,1334,Domino effect,105,-0.3153490424156189,-13.3125,-44.0,-23.625,-1.2224915027618408,-0.38041743636131287,-20.75,-10.4375,0.064453125,-8.7109375
902,1334,Snow leopard,541,-0.05603676289319992,-13.4375,-42.75,-25.625,-2.4453072547912598,-0.3341311812400818,-19.65625,-9.453125,0.0595703125,-8.1171875
903,1334,Tortilla,395,-0.013451864942908287,-12.9375,-40.5,-23.375,0.5918197631835938,-0.21221895515918732,-18.296875,-8.1484375,0.08349609375,-7.640625
904,1334,Moisture,190,0.6535077095031738,-11.9375,-39.75,-22.25,-3.808617115020752,-0.2709236145019531,-19.28125,-6.25,0.0654296875,-5.45703125
905,1334,Curve,66,0.47620126605033875,-13.125,-38.0,-23.0,0.022235631942749023,-0.4239233732223511,-18.53125,-9.203125,0.06396484375,-7.8359375
906,1334,3D printing,1626,0.14501692354679108,-13.5,-47.75,-23.75,-2.8242416381835938,-0.37140971422195435,-20.21875,-10.2421875,0.0556640625,-9.125
907,1333,Duct tape,501,-0.020734168589115143,-12.6875,-42.25,-22.375,1.3728137016296387,-0.18426208198070526,-17.21875,-7.25,0.0830078125,-7.3203125
908,1333,Emergency exit,82,0.30269360542297363,-13.1875,-44.5,-22.5,0.7515566349029541,-0.2840321660041809,-20.3125,-6.48046875,0.0732421875,-6.78515625
909,1333,Gandalf,444,0.31789180636405945,-12.625,-42.75,-26.625,-0.3610959053039551,-0.15435978770256042,-19.328125,-9.4140625,0.06640625,-7.890625
910,1333,Television show,94,0.08010950684547424,-12.25,-41.75,-23.125,-0.12145876884460449,-0.21662665903568268,-18.953125,-7.640625,0.07080078125,-7.09765625
911,1333,Wolfgang Amadeus Mozart,1355,0.4280751943588257,-12.375,-44.25,-25.5,-5.191593647003174,-0.24076509475708008,-19.515625,-8.3125,0.054931640625,-6.3046875
912,1333,Toy,132,0.4128775894641876,-12.75,-39.0,-21.375,-1.4751636981964111,-0.3378946781158447,-19.40625,-6.61328125,0.062255859375,-7.96875
913,1333,Orange (fruit),1580,0.4711349904537201,-11.9375,-44.25,-23.125,-1.207411527633667,-0.20895712077617645,-18.03125,-7.3046875,0.068359375,-5.109375
914,1333,Blue whale,451,0.23303736746311188,-12.5625,-42.0,-25.125,-2.242861270904541,-0.39802661538124084,-18.890625,-7.23046875,0.056640625,-7.67578125
915,1333,Longitude,401,-0.002261657267808914,-13.875,-44.25,-25.5,-0.7879600524902344,-0.35968726873397827,-19.015625,-9.375,0.0634765625,-7.37109375
916,1332,Tea culture,1220,-0.09054858982563019,-13.375,-45.75,-26.625,-3.107822895050049,-0.24802669882774353,-19.21875,-8.6875,0.068359375,-6.85546875
917,1332,Caesar salad,142,0.012273200787603855,-12.75,-43.25,-25.5,-2.051490068435669,-0.2504599094390869,-20.875,-9.71875,0.050537109375,-8.34375
918,1332,Garlic,907,0.15008233487606049,-12.125,-42.0,-25.75,-2.6157360076904297,-0.3675764799118042,-19.03125,-8.5625,0.0576171875,-7.13671875
919,1332,Climate engineering,640,-0.00296385632827878,-14.1875,-50.25,-23.25,-2.084571123123169,-0.27705883979797363,-19.375,-9.109375,0.06103515625,-9.171875
920,1332,Acting,212,0.6357775330543518,-11.625,-34.0,-18.5,3.5143914222717285,0.07163578271865845,-18.984375,-7.40234375,0.06884765625,-6.63671875
921,1332,Violet (color),823,0.43060770630836487,-11.5,-41.25,-23.75,-1.8305459022521973,-0.1858324408531189,-17.328125,-8.46875,0.0673828125,-6.33984375
922,1332,Audio engineer,51,0.3698175549507141,-11.9375,-44.5,-23.875,-2.335528612136841,-0.38104987144470215,-20.203125,-8.1484375,0.06396484375,-9.3984375
923,1332,"Impression, Sunrise",453,0.058895763009786606,-13.1875,-41.25,-20.875,-0.24249839782714844,-0.1337347775697708,-18.40625,-8.3203125,0.0703125,-8.0234375
924,1332,Synchronicity,903,0.8966733813285828,-11.8125,-37.0,-17.875,3.024066925048828,-0.08294859528541565,-18.09375,-7.84375,0.07666015625,-6.65625
925,1332,Application for employment,100,0.390080988407135,-12.9375,-46.75,-21.0,0.5123095512390137,-0.25297772884368896,-20.140625,-6.515625,0.0615234375,-7.046875
926,1332,Toothbrush,1217,-0.1836354285478592,-13.0,-42.5,-25.25,-1.7931272983551025,-0.3505944013595581,-20.09375,-8.6171875,0.053466796875,-7.76171875
927,1332,Iced tea,1305,-0.06965183466672897,-12.0,-42.0,-24.875,-1.0814266204833984,-0.2650374174118042,-19.78125,-8.3515625,0.0625,-6.94921875
928,1332,Goddess,416,0.7598931789398193,-11.5625,-37.5,-22.0,3.3190202713012695,-0.244783416390419,-17.90625,-7.81640625,0.0673828125,-8.078125
929,1332,Bee,1398,0.04433142766356468,-12.9375,-40.25,-25.375,-3.5889925956726074,-0.34286734461784363,-20.4375,-9.09375,0.05224609375,-7.55078125
930,1332,Doughnut,1111,0.0766267254948616,-12.5,-39.0,-23.5,-0.6991379261016846,-0.18476270139217377,-18.375,-8.265625,0.0673828125,-5.984375
931,1332,Language transfer,104,-0.030390873551368713,-13.4375,-46.0,-21.25,-1.3983380794525146,-0.3130646347999573,-19.84375,-8.078125,0.057861328125,-9.078125
932,1332,69 (sex position),810,1.1297051906585693,-13.6875,-40.0,-23.875,-1.01043701171875,-0.42776069045066833,-17.625,-8.59375,0.07666015625,-7.68359375
933,1331,Shorts,188,-0.397670716047287,-13.0625,-42.75,-23.125,0.4410233497619629,-0.3698973059654236,-17.40625,-9.1640625,0.07177734375,-8.1796875
934,1331,Bass guitar,1465,0.42807576060295105,-12.0,-41.5,-23.875,-0.06373310089111328,-0.32876309752464294,-19.15625,-7.7734375,0.07177734375,-7.1328125
935,1331,Scholarship,439,0.9675960540771484,-11.875,-34.5,-18.0,3.611971855163574,-0.08073201775550842,-18.1875,-7.3125,0.07666015625,-7.98046875
936,1331,Polar bear,435,0.04338190332055092,-13.625,-41.75,-27.875,-4.713735103607178,-0.3412477970123291,-20.125,-10.2265625,0.05712890625,-7.76953125
937,1331,Bra,210,0.47113531827926636,-14.1875,-38.0,-22.75,-1.651515245437622,-0.3429623246192932,-18.53125,-8.796875,0.052490234375,-7.59375
938,1331,Black tea,421,-0.0873824954032898,-11.875,-42.75,-25.5,-2.2552452087402344,-0.26639723777770996,-19.5,-8.53125,0.053466796875,-6.6640625
939,1331,Scandinavia,196,-0.21276423335075378,-13.375,-43.25,-26.75,-3.051168203353882,-0.346073716878891,-19.6875,-8.9375,0.07177734375,-8.40625
940,1331,The Lord of the Rings,448,0.4534052312374115,-12.25,-40.75,-23.25,0.25058937072753906,-0.07346881926059723,-19.90625,-9.1484375,0.0634765625,-8.21875
941,1331,Star Wars (film),211,-0.04083932191133499,-12.25,-43.0,-22.125,0.09207582473754883,-0.14997252821922302,-18.046875,-7.89453125,0.0712890625,-7.03125
942,1331,Supportive housing,87,0.5851185917854309,-12.4375,-40.0,-18.625,1.091372013092041,-0.22944103181362152,-17.921875,-7.421875,0.0654296875,-6.4140625
943,1331,Buttocks,1282,0.3900804817676544,-13.0625,-38.25,-21.125,3.254835605621338,-0.24948963522911072,-17.484375,-8.53125,0.07373046875,-6.6328125
944,1331,Analog photography,72,-0.1747695505619049,-13.4375,-44.75,-22.5,-1.499455213546753,0.0028337836265563965,-19.75,-8.3359375,0.076171875,-6.75390625
945,1331,Goal,125,1.3475399017333984,-10.0,-27.875,-16.5,5.956453323364258,-0.011713311076164246,-17.6875,-3.0546875,0.0732421875,-5.83984375
946,1331,Keyboard technology,752,0.33182281255722046,-12.9375,-48.0,-22.25,0.8481674194335938,-0.23188379406929016,-18.71875,-8.203125,0.076171875,-8.734375
947,1330,Jesus,1463,1.3880674839019775,-9.75,-34.0,-17.125,9.946649551391602,0.2002214789390564,-16.796875,-5.69921875,0.06591796875,-6.2265625
948,1330,Paint,481,-0.6307030320167542,-13.0625,-42.0,-20.625,1.951075553894043,-0.0956791490316391,-19.515625,-8.5546875,0.049072265625,-8.3828125
949,1330,Anne Frank,82,0.4483391046524048,-12.6875,-37.75,-23.0,-1.7778410911560059,-0.18767623603343964,-19.21875,-7.109375,0.05810546875,-7.6328125
950,1330,X-ray,715,-0.28622010350227356,-13.8125,-45.0,-25.0,-3.694220542907715,-0.391443133354187,-20.78125,-9.65625,0.052490234375,-8.8828125
951,1330,Python (programming language),1407,0.41287800669670105,-13.0625,-46.75,-25.5,-1.3357062339782715,-0.272769570350647,-18.703125,-7.59765625,0.0751953125,-8.6875
